id_plato,nombre,descripcion,precio,id_categoria
195,Cazuela de Mariscos al Ajillo,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",28.84,2
196,Bruschetta de Tomate y Albahaca Gourmet,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.06,1
197,Patatas Bravas Especial,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",8.50,1
198,Limonada Clasica con Hierbabuena,"Una variacion de nuestro plato 'Limonada Clasica'. Jugo de limon fresco, agua y azucar.",4.85,4
199,Filete Mignon Especial,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.43,2
200,Edamame al Vapor Fusion,"Una variacion de nuestro plato 'Edamame al Vapor'. Vainas de soja jovenes hervidas y sazonadas con sal marina.",10.15,1
201,Croquetas de Jamon Serrano Rustico,"Una variacion de nuestro plato 'Croquetas de Jamon Serrano'. Cremosas croquetas rellenas de jamon serrano.",12.45,1
202,Rollitos de Primavera con Camarones,"Una variacion de nuestro plato 'Rollitos de Primavera'. Rollos fritos rellenos de vegetales y carne.",10.75,1
203,Sushi Variado (Moriawase) Especial,"Una variacion de nuestro plato 'Sushi Variado (Moriawase)'. Seleccion de nigiris y makis del chef.",36.37,5
204,Brownie con Helado de Vainilla con Dulce de Leche,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",10.13,3
205,Batido de Frutas Doble,"Una variacion de nuestro plato 'Batido de Frutas'. Frutas mezcladas con leche o yogur.",6.84,4
206,Lomo Saltado Fusion,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.18,2
207,Carpaccio de Res del Chef,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",21.22,1
208,Provoleta a la Parrilla del Chef,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.28,1
209,Alitas de Pollo BBQ con Queso Extra,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",14.12,1
210,Ensalada Caprese con Pollo,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",18.33,5
211,Cochinillo Asado Rustico,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.07,2
212,Fettuccine Alfredo con Pollo con Hongos,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.50,2
213,Tostadas de Tinga de Pollo Rustico,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.44,1
214,Milanesa a la Napolitana con Hongos,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",26.15,2
215,Pescado a la Talla del Chef,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.62,2
216,Pad Thai Fusion,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.16,2
217,Satay de Pollo Fusion,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.43,1
218,Ramen de Cerdo (Tonkotsu) Fusion,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,2
219,Pulpo a la Gallega Fusion,"Una variacion de nuestro plato 'Pulpo a la Gallega'. Pulpo cocido con papas, pimenton y aceite de oliva.",27.00,1
220,Risotto de Champinones del Chef,"Una variacion de nuestro plato 'Risotto de Champinones'. Arroz arboreo cremoso cocinado con champinones frescos y parmesano.",26.13,2
221,Guacamole con Totopos con Queso Extra,"Una variacion de nuestro plato 'Guacamole con Totopos'. Aguacate machacado con cebolla, cilantro, tomate y chile, servido con chips de maiz.",10.66,1
222,Costillas de Cerdo en Salsa BBQ Rustico,"Una variacion de nuestro plato 'Costillas de Cerdo en Salsa BBQ'. Costillar de cerdo horneado lentamente y banado en salsa barbacoa.",32.22,2
223,Sopa de Tortilla Tradicional,"Una variacion de nuestro plato 'Sopa de Tortilla'. Caldo de tomate con tiras de tortilla frita, aguacate, queso y crema.",11.18,1
224,Goulash Hungaro Vegetariano,"Una variacion de nuestro plato 'Goulash Hungaro'. Estofado de carne de res con pimenton, servido con noquis o pan.",24.16,2
225,Bife de Chorizo con Chimichurri del Chef,"Una variacion de nuestro plato 'Bife de Chorizo con Chimichurri'. Corte de carne de res a la parrilla servido con salsa chimichurri.",37.10,2
226,Empanadas de Carne con Hongos,"Una variacion de nuestro plato 'Empanadas de Carne'. Masa rellena de carne molida sazonada, horneada o frita.",11.33,1
227,Spaghetti alla Carbonara con Pollo,"Una variacion de nuestro plato 'Spaghetti alla Carbonara'. Pasta con huevo, queso pecorino, panceta y pimienta negra.",20.52,2
228,Paella Valenciana con Hongos,"Una variacion de nuestro plato 'Paella Valenciana'. Arroz con azafran, pollo, conejo, judias verdes y garrofon.",34.07,2
229,Queso Fundido con Chorizo Rustico,"Una variacion de nuestro plato 'Queso Fundido con Chorizo'. Mezcla de quesos derretidos con chorizo, servido con tortillas.",15.42,1
230,Nachos Supremos de la Casa,"Una variacion de nuestro plato 'Nachos Supremos'. Totopos cubiertos con queso, frijoles, carne, guacamole, crema y jalapenos.",19.82,1
231,Pato a la Naranja Rustico,"Una variacion de nuestro plato 'Pato a la Naranja'. Pato asado con una salsa agridulce de naranja.",33.58,2
232,Salmon a la Plancha con Verduras Especial,"Una variacion de nuestro plato 'Salmon a la Plancha con Verduras'. Filete de salmon a la plancha con esparragos y brocoli al vapor.",27.18,5
233,Mole Poblano con Pollo con Queso Extra,"Una variacion de nuestro plato 'Mole Poblano con Pollo'. Piezas de pollo banadas en una compleja salsa de chiles, especias y chocolate.",23.14,2
234,Ceviche de Pescado Clasico del Chef,"Una variacion de nuestro plato 'Ceviche de Pescado Clasico'. Trozos de pescado fresco marinados en jugo de limon con cebolla morada y cilantro.",21.23,1
235,Lasagna Bolognesa Rustico,"Una variacion de nuestro plato 'Lasagna Bolognesa'. Capas de pasta con salsa bolonesa, bechamel y queso parmesano, horneada.",24.18,2
236,Tiramisu con Frutos Rojos,"Una variacion de nuestro plato 'Tiramisu'. Postre italiano de capas de bizcochos de soletilla mojados en cafe, crema de mascarpone y cacao.",12.44,3
237,Churrasco Brasileno Fusion,"Una variacion de nuestro plato 'Churrasco Brasileno'. Seleccion de carnes a la espada servidas en la mesa.",47.07,2
238,Pollo al Curry con Arroz Basmati Rustico,"Una variacion de nuestro plato 'Pollo al Curry con Arroz Basmati'. Trozos de pollo en una cremosa salsa de curry, servido con arroz basmati.",19.89,2
239,Cazuela de Mariscos Tradicional,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",32.55,2
240,Bruschetta de Tomate y Albahaca con Camarones,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.13,1
241,Patatas Bravas Rustico,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",9.33,1
242,Filete Mignon con Camarones,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.49,2
243,Edamame al Vapor con Queso Extra,"Una variacion de nuestro plato 'Edamame al Vapor'. Vainas de soja jovenes hervidas y sazonadas con sal marina.",8.62,1
244,Croquetas de Jamon Serrano con Queso Extra,"Una variacion de nuestro plato 'Croquetas de Jamon Serrano'. Cremosas croquetas rellenas de jamon serrano.",13.91,1
245,Rollitos de Primavera a la Diabla,"Una variacion de nuestro plato 'Rollitos de Primavera'. Rollos fritos rellenos de vegetales y carne.",10.65,1
246,Sushi Variado (Moriawase) Fusion,"Una variacion de nuestro plato 'Sushi Variado (Moriawase)'. Seleccion de nigiris y makis del chef.",36.31,2
247,Brownie con Helado de Vainilla con Chocolate Belga,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",11.77,3
248,Lomo Saltado con Camarones,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.11,2
249,Carpaccio de Res con Queso Extra,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",18.98,1
250,Provoleta a la Parrilla Tradicional,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.44,1
251,Alitas de Pollo BBQ Rustico,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",16.63,1
252,Ensalada Caprese del Chef,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",15.15,1
253,Cochinillo Asado Fusion,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.02,2
254,Tacos al Pastor del Chef,"Una variacion de nuestro plato 'Tacos al Pastor'. Carne de cerdo marinada cocinada en un trompo, servida en tortillas de maiz con pina.",21.13,2
255,Fettuccine Alfredo con Pollo Rustico,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.57,2
256,Tostadas de Tinga de Pollo del Chef,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.42,1
257,Milanesa a la Napolitana Rustico,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",27.06,2
258,Pescado a la Talla Rustico,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.18,2
259,Pad Thai con Hongos,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.16,2
260,Satay de Pollo Rustico,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.43,1
261,Ramen de Cerdo (Tonkotsu) Rustico,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,2
262,Pulpo a la Gallega con Camarones,"Una variacion de nuestro plato 'Pulpo a la Gallega'. Pulpo cocido con papas, pimenton y aceite de oliva.",27.42,1
263,Risotto de Champinones Fusion,"Una variacion de nuestro plato 'Risotto de Champinones'. Arroz arboreo cremoso cocinado con champinones frescos y parmesano.",26.31,2
264,Guacamole con Totopos Fusion,"Una variacion de nuestro plato 'Guacamole con Totopos'. Aguacate machacado con cebolla, cilantro, tomate y chile, servido con chips de maiz.",10.68,1
265,Costillas de Cerdo en Salsa BBQ con Hongos,"Una variacion de nuestro plato 'Costillas de Cerdo en Salsa BBQ'. Costillar de cerdo horneado lentamente y banado en salsa barbacoa.",32.84,2
266,Sopa de Tortilla del Chef,"Una variacion de nuestro plato 'Sopa de Tortilla'. Caldo de tomate con tiras de tortilla frita, aguacate, queso y crema.",13.20,1
267,Goulash Hungaro con Hongos,"Una variacion de nuestro plato 'Goulash Hungaro'. Estofado de carne de res con pimenton, servido con noquis o pan.",24.62,2
268,Bife de Chorizo con Chimichurri con Queso Extra,"Una variacion de nuestro plato 'Bife de Chorizo con Chimichurri'. Corte de carne de res a la parrilla servido con salsa chimichurri.",37.40,2
269,Empanadas de Carne Fusion,"Una variacion de nuestro plato 'Empanadas de Carne'. Masa rellena de carne molida sazonada, horneada o frita.",11.33,1
270,Spaghetti alla Carbonara con Hongos,"Una variacion de nuestro plato 'Spaghetti alla Carbonara'. Pasta con huevo, queso pecorino, panceta y pimienta negra.",20.73,2
271,Paella Valenciana del Chef,"Una variacion de nuestro plato 'Paella Valenciana'. Arroz con azafran, pollo, conejo, judias verdes y garrofon.",34.02,2
272,Queso Fundido con Chorizo con Hongos,"Una variacion de nuestro plato 'Queso Fundido con Chorizo'. Mezcla de quesos derretidos con chorizo, servido con tortillas.",15.15,1
273,Nachos Supremos Especial,"Una variacion de nuestro plato 'Nachos Supremos'. Totopos cubiertos con queso, frijoles, carne, guacamole, crema y jalapenos.",19.82,1
274,Pato a la Naranja con Camarones,"Una variacion de nuestro plato 'Pato a la Naranja'. Pato asado con una salsa agridulce de naranja.",33.68,2
275,Salmon a la Plancha con Verduras Rustico,"Una variacion de nuestro plato 'Salmon a la Plancha con Verduras'. Filete de salmon a la plancha con esparragos y brocoli al vapor.",27.08,2
276,Mole Poblano con Pollo Fusion,"Una variacion de nuestro plato 'Mole Poblano con Pollo'. Piezas de pollo banadas en una compleja salsa de chiles, especias y chocolate.",23.14,2
277,Ceviche de Pescado Clasico Rustico,"Una variacion de nuestro plato 'Ceviche de Pescado Clasico'. Trozos de pescado fresco marinados en jugo de limon con cebolla morada y cilantro.",21.16,1
278,Lasagna Bolognesa con Pollo,"Una variacion de nuestro plato 'Lasagna Bolognesa'. Capas de pasta con salsa bolonesa, bechamel y queso parmesano, horneada.",24.08,2
279,Tiramisu con Nuez,"Una variacion de nuestro plato 'Tiramisu'. Postre italiano de capas de bizcochos de soletilla mojados en cafe, crema de mascarpone y cacao.",12.44,3
280,Churrasco Brasileno con Hongos,"Una variacion de nuestro plato 'Churrasco Brasileno'. Seleccion de carnes a la espada servidas en la mesa.",47.53,2
281,Pollo al Curry con Arroz Basmati con Camarones,"Una variacion de nuestro plato 'Pollo al Curry con Arroz Basmati'. Trozos de pollo en una cremosa salsa de curry, servido con arroz basmati.",23.51,2
282,Cazuela de Mariscos Fusion,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",32.55,2
283,Bruschetta de Tomate y Albahaca del Chef,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.06,1
284,Patatas Bravas con Queso Extra,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",9.32,1
285,Filete Mignon Rustico,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.49,2
286,Edamame al Vapor del Chef,"Una variacion de nuestro plato 'Edamame al Vapor'. Vainas de soja jovenes hervidas y sazonadas con sal marina.",8.62,1
287,Croquetas de Jamon Serrano del Chef,"Una variacion de nuestro plato 'Croquetas de Jamon Serrano'. Cremosas croquetas rellenas de jamon serrano.",13.88,1
288,Rollitos de Primavera Rustico,"Una variacion de nuestro plato 'Rollitos de Primavera'. Rollos fritos rellenos de vegetales y carne.",10.75,1
289,Sushi Variado (Moriawase) con Queso Extra,"Una variacion de nuestro plato 'Sushi Variado (Moriawase)'. Seleccion de nigiris y makis del chef.",36.31,2
290,Brownie con Helado de Vainilla con Frutos Rojos,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",11.77,3
291,Lomo Saltado del Chef,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.18,5
292,Carpaccio de Res Rustico,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",18.98,1
293,Provoleta a la Parrilla con Hongos,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.44,1
294,Alitas de Pollo BBQ Fusion,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",16.63,1
295,Ensalada Caprese Rustico,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",15.19,1
296,Cochinillo Asado del Chef,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.33,2
297,Tacos al Pastor Rustico,"Una variacion de nuestro plato 'Tacos al Pastor'. Carne de cerdo marinada cocinada en un trompo, servida en tortillas de maiz con pina.",21.13,2
298,Fettuccine Alfredo con Pollo del Chef,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.50,2
299,Tostadas de Tinga de Pollo Fusion,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.42,1
300,Milanesa a la Napolitana Fusion,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",27.06,2
301,Pescado a la Talla con Queso Extra,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.62,2
302,Pad Thai del Chef,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.16,2
303,Satay de Pollo con Hongos,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.43,1
304,Ramen de Cerdo (Tonkotsu) del Chef,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,2
305,Pulpo a la Gallega Rustico,"Una variacion de nuestro plato 'Pulpo a la Gallega'. Pulpo cocido con papas, pimenton y aceite de oliva.",27.42,1
306,Risotto de Champinones Rustico,"Una variacion de nuestro plato 'Risotto de Champinones'. Arroz arboreo cremoso cocinado con champinones frescos y parmesano.",26.13,2
307,Guacamole con Totopos Rustico,"Una variacion de nuestro plato 'Guacamole con Totopos'. Aguacate machacado con cebolla, cilantro, tomate y chile, servido con chips de maiz.",10.68,1
308,Costillas de Cerdo en Salsa BBQ del Chef,"Una variacion de nuestro plato 'Costillas de Cerdo en Salsa BBQ'. Costillar de cerdo horneado lentamente y banado en salsa barbacoa.",32.22,2
309,Sopa de Tortilla Rustico,"Una variacion de nuestro plato 'Sopa de Tortilla'. Caldo de tomate con tiras de tortilla frita, aguacate, queso y crema.",13.20,1
310,Goulash Hungaro Rustico,"Una variacion de nuestro plato 'Goulash Hungaro'. Estofado de carne de res con pimenton, servido con noquis o pan.",24.62,2
311,Bife de Chorizo con Chimichurri Rustico,"Una variacion de nuestro plato 'Bife de Chorizo con Chimichurri'. Corte de carne de res a la parrilla servido con salsa chimichurri.",37.62,2
312,Empanadas de Carne Rustico,"Una variacion de nuestro plato 'Empanadas de Carne'. Masa rellena de carne molida sazonada, horneada o frita.",11.33,1
313,Spaghetti alla Carbonara Rustico,"Una variacion de nuestro plato 'Spaghetti alla Carbonara'. Pasta con huevo, queso pecorino, panceta y pimienta negra.",20.52,2
314,Paella Valenciana Rustico,"Una variacion de nuestro plato 'Paella Valenciana'. Arroz con azafran, pollo, conejo, judias verdes y garrofon.",34.07,2
315,Queso Fundido con Chorizo del Chef,"Una variacion de nuestro plato 'Queso Fundido con Chorizo'. Mezcla de quesos derretidos con chorizo, servido con tortillas.",15.42,1
316,Nachos Supremos Rustico,"Una variacion de nuestro plato 'Nachos Supremos'. Totopos cubiertos con queso, frijoles, carne, guacamole, crema y jalapenos.",19.82,1
317,Pato a la Naranja Fusion,"Una variacion de nuestro plato 'Pato a la Naranja'. Pato asado con una salsa agridulce de naranja.",33.80,2
318,Salmon a la Plancha con Verduras del Chef,"Una variacion de nuestro plato 'Salmon a la Plancha con Verduras'. Filete de salmon a la plancha con esparragos y brocoli al vapor.",27.18,2
319,Mole Poblano con Pollo Rustico,"Una variacion de nuestro plato 'Mole Poblano con Pollo'. Piezas de pollo banadas en una compleja salsa de chiles, especias y chocolate.",23.14,2
320,Ceviche de Pescado Clasico con Hongos,"Una variacion de nuestro plato 'Ceviche de Pescado Clasico'. Trozos de pescado fresco marinados en jugo de limon con cebolla morada y cilantro.",21.16,1
321,Lasagna Bolognesa del Chef,"Una variacion de nuestro plato 'Lasagna Bolognesa'. Capas de pasta con salsa bolonesa, bechamel y queso parmesano, horneada.",24.18,2
322,Tiramisu Rustico,"Una variacion de nuestro plato 'Tiramisu'. Postre italiano de capas de bizcochos de soletilla mojados en cafe, crema de mascarpone y cacao.",12.44,3
323,Churrasco Brasileno Rustico,"Una variacion de nuestro plato 'Churrasco Brasileno'. Seleccion de carnes a la espada servidas en la mesa.",47.07,2
324,Pollo al Curry con Arroz Basmati Fusion,"Una variacion de nuestro plato 'Pollo al Curry con Arroz Basmati'. Trozos de pollo en una cremosa salsa de curry, servido con arroz basmati.",23.97,2
325,Cazuela de Mariscos Rustico,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",32.84,2
326,Bruschetta de Tomate y Albahaca Fusion,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.13,1
327,Patatas Bravas del Chef,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",9.33,1
328,Filete Mignon del Chef,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.49,5
329,Edamame al Vapor con Hongos,"Una variacion de nuestro plato 'Edamame al Vapor'. Vainas de soja jovenes hervidas y sazonadas con sal marina.",8.64,1
330,Croquetas de Jamon Serrano Fusion,"Una variacion de nuestro plato 'Croquetas de Jamon Serrano'. Cremosas croquetas rellenas de jamon serrano.",13.91,1
331,Rollitos de Primavera del Chef,"Una variacion de nuestro plato 'Rollitos de Primavera'. Rollos fritos rellenos de vegetales y carne.",10.75,1
332,Sushi Variado (Moriawase) Rustico,"Una variacion de nuestro plato 'Sushi Variado (Moriawase)'. Seleccion de nigiris y makis del chef.",36.37,2
333,Brownie con Helado de Vainilla Rustico,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",12.78,3
334,Lomo Saltado con Hongos,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.49,2
335,Carpaccio de Res con Camarones,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",19.16,1
336,Provoleta a la Parrilla Fusion,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.39,1
337,Alitas de Pollo BBQ con Hongos,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",16.51,1
338,Ensalada Caprese Fusion,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",15.15,1
339,Cochinillo Asado con Hongos,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.07,2
340,Tacos al Pastor Fusion,"Una variacion de nuestro plato 'Tacos al Pastor'. Carne de cerdo marinada cocinada en un trompo, servida en tortillas de maiz con pina.",21.23,2
341,Fettuccine Alfredo con Pollo con Camarones,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.57,2
342,Tostadas de Tinga de Pollo con Hongos,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.44,1
343,Milanesa a la Napolitana con Camarones,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",27.05,2
344,Pescado a la Talla con Hongos,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.18,2
345,Pad Thai Rustico,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.89,2
346,Satay de Pollo del Chef,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.06,1
347,Ramen de Cerdo (Tonkotsu) con Hongos,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,2
